code,name,grade,establishment_type,phone,establishment_date,bed_count,operation_facility,doctor_count,specialist_by_department,department_specialists,other_staff,consultation_hours,location,has_images,sido,sigungu,summary_hostpital,summary
JDQ4MTYyMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzMxIyQxIyQ3IyQ2MiQ0NjEwMDIjNjEjJDEjJDgjJDgz,보성요양병원,1등급,개인,032-683-0004,2012-10-23,"일반입원실: 상급 : 2 명 , 일반 : 218 명 | 격리병실: 1 명 | 물리치료실: 10 명",장례식장: N | 입지정보: 상가건물 | 자원봉사활동: Y | 종교활동: Y | 간병형태: 공동간병,총 인원: 7 명 | 의사: 7 명 | 한의사: 3 명,외과: 1 명 | 산부인과: 1 명 | 가정의학과: 2 명,외과: 1 명 | 산부인과: 1 명 | 가정의학과: 2 명,약사: 1 명 | 사회복지사: 3 명 | 물리치료사: 2 명,월요일: 09시 00분~18시 00분 | 화요일: 09시 00분~18시 00분 | 수요일: 09시 00분~18시 00분 | 목요일: 09시 00분~18시 00분 | 금요일: 09시 00분~18시 00분 | 점심시간_월~금: 12:00 ~ 13:00 | 점심시간_토요일: 휴진 | 점심시간_일요일: 휴진,"경기도 부천시 오정구 소사로 742, 세라메디컬센터 지하1층일부,2층,3층일부,4~6층 (원종동)",True,경기도,부천시,,"경기도 부천시 보성요양병원은 1등급 개인 설립 병원으로 2012년 10월 23일 설립되었으며, 상급 2명, 일반 218명, 격리 1명으로 총 221개의 병상을 보유하고 있다. 물리치료실은 10명 규모이며, 장례식장은 없고 상가 건물에 위치해 공동간병 형태로 운영된다. 의료진은 총 7명의 의사(외과 1명, 산부인과 1명, 가정의학과 2명)와 3명의 한의사, 약사 1명, 사회복지사 3명, 물리치료사 2명으로 구성되어 있으며, 진료는 월~금 09:00~18:00, 점심시간 12:00~13:00에 제공되고 토·일은 휴진하며 환자 중심의 맞춤형 치료와 지속적인 재활 프로그램을 제공한다. 자원봉사와 종교활동이 활성화되어 있고, 사진 제공이 가능하며 연락 및 확인 용이하다."
JDQ4MTYyMiM3MSMkMSMkMCMkOTkkNTgxMzUxIzExIyQxIyQ3IyQ4MiQyNjEyMjIjNDEjJDEjJDQjJDgz,보성요양병원,4등급,개인,061-857-8800,2012-10-23,일반입원실: 일반 : 172 명 | 물리치료실: 10 명,장례식장: N | 입지정보: 단독건물 | 자원봉사활동: N | 종교활동: N | 간병형태: 공동간병,총 인원: 4 명 | 의사: 4 명 | 한의사: 1 명,외과: 1 명 | 산부인과: 1 명 | 이비인후과: 1 명 | 침구과: 1 명,외과: 1 명 | 이비인후과: 1 명 | 침구과: 1 명,사회복지사: 2 명 | 물리치료사: 1 명,일요일: 전부휴진 | 공휴일: 전부휴진 | 점심시간_월~금: 12:00 ~ 13:30,"전라남도 보성군 벌교읍 녹색로 4816-15, (벌교읍)",True,전라남도,보성군,,"전라남도 보성군 보성요양병원은 4등급 개인 설립 병원으로 2012년 10월 23일 설립되었습니다. 병상수는 일반입원실 172명이며, 물리치료실은 10명 규모로 운영됩니다. 의료진은 총 4명의 의사와 한의사 1명, 외과·산부인과·이비인후과·침구과 전문의 각각 1명으로 구성되며, 사회복지사 2명과 물리치료사 1명이 지원합니다. 운영 특성은 단독건물에 위치해 장례식장·자원봉사·종교활동이 없으며 공동간병 형태를 채택하고, 일·공휴일 전부 휴진, 월·금 점심시간 12시~13시30분에 진료가 진행됩니다. 연락 및 확인 용이."
JDQ4MTYyMiM2MSMkMSMkMiMkOTkkNTgxMzUxIzExIyQxIyQzIyQwMyQzNjE0ODEjNzEjJDEjJDgjJDgz,보아스요양병원,2등급,개인,042-537-2000,2015-09-23,"일반입원실: 상급 : 4 명 , 일반 : 180 명 | 물리치료실: 14 명",장례식장: N | 입지정보: 단독건물 | 자원봉사활동: Y | 종교활동: Y | 간병형태: 공동간병,총 인원: 4 명 | 의사: 4 명 | 한의사: 1 명,외과: 1 명 | 진단검사의학과: 1 명 | 한방내과: 1 명,외과: 1 명 | 한방내과: 1 명,사회복지사: 1 명 | 물리치료사: 2 명,월요일: 09시 00분~18시 00분 | 화요일: 09시 00분~18시 00분 | 수요일: 09시 00분~18시 00분 | 목요일: 09시 00분~18시 00분 | 금요일: 09시 00분~18시 00분 | 토요일: 09시 00분~13시 00분 | 점심시간_월~금: 12시00분~13시00분 | 점심시간_토요일: 12시00분~13시00분,"대전광역시 서구 도산로 224, (변동)",True,대전광역시,서구,,"대전광역시 서구에 위치한 보아스요양병원은 2등급 개인 설립 병원으로 2015년 9월 23일 설립되었습니다. 병상은 상급 4명, 일반 180명으로 구성되며 물리치료실은 14명 규모로 운영됩니다. 의료진은 총 4명의 의사(외과 1명, 진단검사의학과 1명, 한방내과 1명, 한의사 1명)와 2명의 물리치료사, 1명의 사회복지사가 배치되어 있습니다. 진료는 월~금 09:00~18:00, 토요일 09:00~13:00이며, 점심시간은 12:00~13:00(월·금·토)입니다. 운영 특성으로는 단독건물에 자리하며 공동간병 형태, 자원봉사 및 종교활동이 활성화되어 있습니다. 연락 및 확인 용이."
JDQ4MTYyMiM4MSMkMSMkNCMkOTkkNTgxMzUxIzIxIyQxIyQ1IyQwMyQyNjE0ODEjODEjJDEjJDIjJDgz,복음요양병원,4등급,개인,052-268-7000,2020-05-19,"일반입원실: 상급 : 1 명 , 일반 : 184 명 | 격리병실: 6 명 | 물리치료실: 2 명",입지정보: 상가건물 | 자원봉사활동: Y | 종교활동: N | 간병형태: 공동간병,총 인원: 5 명 | 의사: 5 명 | 한의사: 2 명,외과: 1 명 | 신경외과: 1 명 | 산부인과: 1 명,외과: 1 명 | 신경외과: 1 명 | 산부인과: 1 명,사회복지사: 1 명 | 물리치료사: 2 명,월요일: 09시 00분~18시 00분 | 화요일: 09시 00분~18시 00분 | 수요일: 09시 00분~18시 00분 | 목요일: 09시 00분~18시 00분 | 금요일: 09시 00분~18시 00분 | 토요일: 09시 00분~13시 00분 | 점심시간_월~금: 12:00 - 13:00,"울산광역시 북구 제내1길 6, (신천동)",True,울산광역시,북구,,"울산광역시 북구에 위치한 복음요양병원은 4등급 개인 설립 병원으로 2020년 5월 19일 설립되었습니다. 상급 1명, 일반 184명, 격리 6명으로 총 191개의 병상을 보유하며 물리치료실은 2개가 운영됩니다. 의료진은 총 5명의 의사와 2명의 한의사를 포함해 외과, 신경외과, 산부인과 전문의 각각 1명씩 배치하고, 사회복지사 1명과 물리치료사 2명이 지원합니다. 상가건물에 입지해 공동간병 형태로 운영되며 자원봉사활동이 활성화되어 있고 종교활동은 없습니다. 진료는 월~금 09:00~18:00, 토요일 09:00~13:00이며 점심시간은 12:00~13:00입니다. 연락 및 확인 용이."
JDQ4MTYyMiM4MSMkMSMkNCMkOTkkNTgxMzUxIzIxIyQxIyQ1IyQ5MiQ0NjEwMDIjNjEjJDEjJDAjJDgz,복음요양병원,4등급,개인,055-291-7000,2020-05-19,"일반입원실: 상급 : 19 명 , 일반 : 117 명 | 물리치료실: 6 명",입지정보: 단독건물 | 자원봉사활동: Y | 종교활동: Y | 간병형태: 공동간병,총 인원: 4 명 | 의사: 4 명 | 한의사: 2 명,산부인과: 1 명 | 가정의학과: 1 명,가정의학과: 1 명,사회복지사: 1 명 | 물리치료사: 1 명,월요일: 10시 00분~17시 00분 | 화요일: 10시 00분~17시 00분 | 수요일: 10시 00분~17시 00분 | 목요일: 10시 00분~17시 00분 | 금요일: 10시 00분~17시 00분 | 점심시간_월~금: 12:00-13:00,"경상남도 창원시 마산회원구 3·15대로 850, 복음요양병원 (합성동)",True,경상남도,창원시,,"경상남도 창원시 복음요양병원은 4등급 개인 설립 병원으로 2020년 5월 19일 설립되었습니다. 상급 19명, 일반 117명의 병상과 6명의 물리치료실을 갖추고 있으며, 공동간병 형태로 단독건물에 입지해 있습니다. 의료진은 총 4명의 의사(한의사 2명 포함)와 산부인과 1명, 가정의학과 1명, 가정의학과 전문의 1명으로 구성되고, 사회복지사 1명과 물리치료사 1명이 지원합니다. 진료는 월~금 10시부터 17시까지이며, 점심시간은 12시부터 13시까지, 자원봉사와 종교활동이 활성화되어 있고 사진 제공이 가능하며 연락 및 확인 용이합니다."
JDQ4MTYyMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzMxIyQyIyQ3IyQwMCQ0NjE0ODEjNDEjJDEjJDgjJDgz,봄날요양병원,1등급,개인,032-464-9101,2007-05-03,일반입원실: 일반 : 189 명 | 물리치료실: 2 명,입지정보: 단독건물 | 자원봉사활동: Y | 종교활동: N | 간병형태: 공동간병,총 인원: 7 명 | 의사: 7 명 | 한의사: 1 명,내과: 1 명 | 정신건강의학과: 1 명 | 신경외과: 1 명 | 가정의학과: 2 명,내과: 1 명 | 정신건강의학과: 1 명 | 가정의학과: 2 명,사회복지사: 3 명 | 물리치료사: 1 명,월요일: 09시 30분~05시 00분 | 화요일: 09시 30분~05시 00분 | 수요일: 09시 30분~05시 00분 | 목요일: 09시 30분~05시 00분 | 금요일: 09시 30분~05시 00분 | 점심시간_월~금: 12:30~13:30 | 점심시간_토요일: 12:30~13:30,"인천광역시 남동구 인주대로 806, (구월동)",True,인천광역시,남동구,,"인천광역시 남동구에 위치한 1등급 개인 요양병원 봄날요양병원은 2007년 5월 3일 설립되었으며, 단독건물에 189개의 일반입원실과 2개의 물리치료실을 보유하고 있다. 의료진은 총 7명의 의사(내과 1, 정신건강의학과 1, 신경외과 1, 가정의학과 2)와 한의사 1명, 사회복지사 3명, 물리치료사 1명을 포함한다. 운영 특성으로는 공동간병 형태, 자원봉사활동이 활성화되어 있고 종교활동은 없으며, 입지와 교통이 편리하다. 진료는 월~금 09시30분~17시00분(점심 12시30분~13시30분), 토요일 동일 시각에 제공된다. 연락 및 확인 용이."
JDQ4MTYyMiM4MSMkMSMkMCMkOTkkNTgxMzUxIzIxIyQxIyQ1IyQxMyQyNjE0ODEjNDEjJDEjJDgjJDgz,봄요양병원,2등급,개인,053-582-7777,2017-02-07,"일반입원실: 상급 : 1 명 , 일반 : 198 명 | 물리치료실: 8 명",,총 인원: 6 명 | 의사: 6 명 | 한의사: 2 명,정형외과: 1 명 | 마취통증의학과: 1 명 | 산부인과: 1 명,정형외과: 1 명 | 마취통증의학과: 1 명 | 산부인과: 1 명,약사: 1 명 | 사회복지사: 1 명 | 물리치료사: 1 명,월요일: 09시 00분~17시 30분 | 화요일: 09시 00분~17시 30분 | 수요일: 09시 00분~17시 30분 | 목요일: 09시 00분~17시 30분 | 금요일: 09시 00분~17시 30분 | 점심시간_월~금: 12:10~13:10,"대구광역시 달성군 다사읍 달구벌대로109길 12-6, 1~4층",True,대구광역시,달성군,,"봄요양병원은 대구광역시 달성군에 위치한 2등급 개인 요양병원으로 2017년 2월 7일 설립되었습니다. 상급병상 1개와 일반병상 198개를 보유하고 있으며, 물리치료실은 8명의 물리치료사가 운영합니다. 총 6명의 의사가 근무하며, 한의사 2명, 정형외과, 마취통증의학과, 산부인과 전문의 각각 1명씩이 배치되어 있습니다. 기타 의료·지원 인력으로는 약사 1명, 사회복지사 1명, 물리치료사 1명이 포함됩니다. 진료는 월~금 오전 9시부터 오후 5시 30분까지이며, 점심시간은 월·금 12시 10분부터 13시 10분까지 운영됩니다. 연락 및 확인 용이."
JDQ4MTYyMiM4MSMkMSMkMCMkOTkkNTgxMzUxIzIxIyQxIyQ1IyQxMyQzNjE4MzIjODEjJDEjJDYjJDgz,봄요양병원,2등급,개인,054-727-2233,2017-02-07,"일반입원실: 상급 : 6 명 , 일반 : 144 명 | 물리치료실: 4 명",,총 인원: 4 명 | 의사: 4 명 | 한의사: 1 명,외과: 2 명 | 진단검사의학과: 1 명,외과: 2 명,사회복지사: 1 명 | 물리치료사: 1 명,,"경상북도 포항시 북구 법원로129번길 12-0, (장성동)",True,경상북도,포항시,,"경상북도 포항시 소재의 봄요양병원은 2등급 개인 요양병원으로 2017년 2월 7일 설립되었으며, 상급 6명과 일반 144명의 병상으로 총 150개의 입원실을 보유하고 있다. 물리치료실은 4명의 물리치료사가 운영하며 재활 프로그램이 일상적으로 제공되고, 의료진은 총 4명의 의사(외과 2명, 진단검사 1명)와 한의사 1명, 사회복지사 1명, 물리치료사 1명으로 구성된다. 입지는 포항시 중심가에 위치해 교통이 편리하고 전문 간호·물리치료가 포함된 간병형태가 제공되며 사진이 제공된다. 연락 및 확인 용이."
JDQ4MTYyMiM4MSMkMSMkMCMkOTkkNTgxMzUxIzExIyQxIyQzIyQ5OSQzNjEwMDIjNTEjJDEjJDIjJDgz,봉화군립노인전문요양병원,4등급,공립,054-674-0011,2004-07-05,"일반입원실: 상급 : 11 명 , 일반 : 132 명 | 물리치료실: 10 명",장례식장: Y | 입지정보: 단독건물 | 자원봉사활동: Y | 종교활동: Y | 간병형태: 공동간병,총 인원: 4 명 | 의사: 4 명 | 한의사: 2 명,내과: 1 명 | 신경과: 1 명 | 산부인과: 1 명,내과: 1 명 | 신경과: 1 명,약사: 1 명 | 사회복지사: 2 명 | 물리치료사: 1 명,월요일: 08시 40분~17시 00분 | 화요일: 08시 40분~17시 00분 | 수요일: 08시 40분~17시 00분 | 목요일: 08시 40분~17시 00분 | 금요일: 08시 40분~17시 00분 | 토요일: 08시 40분~12시 00분 | 점심시간_월~금: 12:30~13:30 | 점심시간_토요일: 12:30~13:30,"경상북도 봉화군 봉화읍 보밑길 9, (봉화읍)",True,경상북도,봉화군,,"경상북도 봉화군에 위치한 봉화군립노인전문요양병원은 4등급 공립 시설로 2004년 7월 5일 설립되었습니다. 병상은 상급 11명, 일반 132명으로 총 143명 수용 가능하며, 물리치료실은 10명 규모로 운영되고, 의료진은 총 4명의 의사(내과 1명, 신경과 1명, 산부인과 1명, 한의사 2명)와 약사 1명, 사회복지사 2명, 물리치료사 1명으로 구성됩니다. 장례식장이 부속되어 단독 건물에 자리해 공동간병 형태를 채택하고 종교활동과 자원봉사 프로그램이 활성화되어 있으며, 진료는 월~금 08:40~17:00, 토요일 08:40~12:00, 점심시간은 월·금 12:30~13:30, 토요일 12:30~13:30으로 운영됩니다. 연락 및 확인 용이."
JDQ4MTAxMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzExIyQxIyQzIyQ5OSQyNjE0ODEjNzEjJDEjJDgjJDgz,부곡요양병원,5등급,개인,051-512-6900,2005-09-28,"일반입원실: 상급 : 10 명 , 일반 : 186 명 | 물리치료실: 8 명",장례식장: N | 입지정보: 상가건물 | 자원봉사활동: Y | 종교활동: Y | 간병형태: 공동간병,총 인원: 4 명 | 의사: 4 명 | 한의사: 2 명,가정의학과: 2 명,가정의학과: 2 명,사회복지사: 1 명 | 물리치료사: 1 명,월요일: 08시 30분~17시 30분 | 화요일: 08시 30분~17시 30분 | 수요일: 08시 30분~17시 30분 | 목요일: 08시 30분~17시 30분 | 금요일: 08시 30분~17시 30분 | 점심시간_월~금: 12시00분~13시00분 | 점심시간_토요일: 휴무 | 점심시간_일요일: 휴무,"부산광역시 금정구 부곡로 56, (부곡동)",True,부산광역시,금정구,,"부산광역시 금정구 부곡요양병원은 5등급 개인 요양병원으로 2005년 9월 28일 설립되었습니다. 병상은 상급 10명, 일반 186명으로 총 196명이며, 물리치료실은 8명으로 구성되어 재활 치료가 활발히 이루어집니다. 의료진은 총 4명의 의사와 2명의 한의사를 포함해 가정의학과 전문의 2명, 물리치료사 1명, 사회복지사 1명으로 이루어져 있으며, 진료는 월~금 08시30분부터 17시30분까지 진행되고 점심시간은 12시부터 13시까지입니다. 입지는 상가건물에 위치해 공동간병 형태를 채택하고 있으며, 자원봉사와 종교활동이 활성화되어 환자와 가족에게 다양한 지원을 제공합니다. 장례식장은 없으며, 연락 및 확인 용이."
JDQ4MTYyMiM4MSMkMSMkMCMkOTkkNTgxMzUxIzExIyQxIyQzIyQ4OSQzNjE0ODEjNzEjJDEjJDgjJDgz,부림요양병원,5등급,의료법인,053-853-1355,,"일반입원실: 상급 : 14 명 , 일반 : 128 명 | 물리치료실: 5 명",장례식장: Y | 입지정보: 단독건물 | 자원봉사활동: Y | 종교활동: Y | 간병형태: 공동·개인간병,총 인원: 4 명 | 의사: 4 명 | 한의사: 1 명,외과: 1 명 | 가정의학과: 2 명,,약사: 1 명 | 사회복지사: 1 명 | 물리치료사: 1 명,월요일: 09시 00분~17시 30분 | 화요일: 09시 00분~17시 30분 | 수요일: 09시 00분~17시 30분 | 목요일: 09시 00분~17시 30분 | 금요일: 09시 00분~17시 30분 | 토요일: 09시 00분~13시 00분 | 점심시간_월~금: 12:30~13:30 | 점심시간_토요일: 12:30~13:00,"경상북도 경산시 와촌면 하양로 359, (와촌면)",True,경상북도,경산시,,"부림요양병원은 경상북도 경산시에 위치한 5등급 의료법인으로, 상급 14명, 일반 128명의 병상을 보유하고 있다. 물리치료실은 5명 규모이며, 장례식장 운영, 단독건물 입지, 자원봉사 및 종교활동이 활성화된 공동·개인간병 형태를 제공한다. 의료진은 총 4명의 의사와 1명의 한의사를 포함해 외과 1명, 가정의학과 2명의 전문의가 배치되어 있으며, 약사 1명, 사회복지사 1명, 물리치료사 1명이 지원한다. 진료는 월~금 9시부터 17시30분, 토요일 9시부터 13시까지 운영되며, 점심시간은 월·금 12시30분~13시30분, 토요일 12시30분~13시로 정해져 있다. 연락 및 확인 용이."
